ending,frequency,probability
झलक,17,1.2855443561956053e-05
बेस्ट,15,1.1343038437020048e-05
झुकाए,11,8.318228187148034e-06
बनाउंगी,11,8.318228187148034e-06
खेलूंगी,11,8.318228187148034e-06
डालेंगी,11,8.318228187148034e-06
मिलाएंगे,11,8.318228187148034e-06
तराशा,11,8.318228187148034e-06
हिस्सा,23,1.7392658936764072e-05
लालसा,11,8.318228187148034e-06
छूटा,11,8.318228187148034e-06
घूमता,11,8.318228187148034e-06
जागेंगे,11,8.318228187148034e-06
दोस्ती,11,8.318228187148034e-06
पांडे,15,1.1343038437020048e-05
टपकते,12,9.074430749616038e-06
मारो,32,2.4198481998976103e-05
ई.एल,36,2.7223292248848114e-05
काटा,56,4.2347343498208176e-05
अंग्रेजीदां,12,9.074430749616038e-06
डी.एच,12,9.074430749616038e-06
हा,12,9.074430749616038e-06
बी.एड,23,1.7392658936764072e-05
बांटें,14,1.0586835874552044e-05
प्लीज..,23,1.7392658936764072e-05
बुलाऊं,23,1.7392658936764072e-05
बुलाओ,28,2.1173671749104088e-05
मी,32,2.4198481998976103e-05
राशिफल,12,9.074430749616038e-06
शाह,12,9.074430749616038e-06
वरुण,14,1.0586835874552044e-05
सफलता,20,1.5124051249360063e-05
यश,12,9.074430749616038e-06
होइएगा,12,9.074430749616038e-06
खैर..,12,9.074430749616038e-06
गिरेगा,14,1.0586835874552044e-05
कदम..,12,9.074430749616038e-06
कार्ड,29,2.192987431157209e-05
कुछ,26,1.9661266624168084e-05
घेरेगी,12,9.074430749616038e-06
किताब,22,1.663645637429607e-05
लौटेगी,35,2.646708968638011e-05
पहनाया,12,9.074430749616038e-06
कैजुअल,24,1.8148861499232076e-05
सूट,12,9.074430749616038e-06
जोगिन्दर,12,9.074430749616038e-06
बिल्कुल,25,1.890506406170008e-05
उगाओ,12,9.074430749616038e-06
खाता,16,1.2099240999488051e-05
पूरी,18,1.3611646124424057e-05
होत,12,9.074430749616038e-06
जायेंगी,22,1.663645637429607e-05
जाएंगे.,12,9.074430749616038e-06
जागरुकता,12,9.074430749616038e-06
टेका,19,1.4367848686892061e-05
बालकृष्णन,12,9.074430749616038e-06
काबिलियत,12,9.074430749616038e-06
नायर,12,9.074430749616038e-06
डालें.,12,9.074430749616038e-06
जायें,22,1.663645637429607e-05
बोलो,23,1.7392658936764072e-05
तो.,12,9.074430749616038e-06
सा.रे.गा.म.पा,12,9.074430749616038e-06
धोखा,22,1.663645637429607e-05
के.जी,12,9.074430749616038e-06
रोल,25,1.890506406170008e-05
शूटिंग..,21,1.588025381182807e-05
गरीब,12,9.074430749616038e-06
पकती,12,9.074430749616038e-06
दीजिये,16,1.2099240999488051e-05
समाचार,22,1.663645637429607e-05
हराना,12,9.074430749616038e-06
मंगल..,12,9.074430749616038e-06
खुराना,12,9.074430749616038e-06
मिटाएंगे,12,9.074430749616038e-06
छुटकारा,12,9.074430749616038e-06
डूबा,16,1.2099240999488051e-05
लीटर,52,3.932253324833617e-05
मस्ती,12,9.074430749616038e-06
खेती,12,9.074430749616038e-06
करवाएं,36,2.7223292248848114e-05
तरीके,31,2.34422794365081e-05
माधव,12,9.074430749616038e-06
नमस्कार....,13,9.830633312084042e-06
झुकना,13,9.830633312084042e-06
डरूंगा,13,9.830633312084042e-06
निभाए,26,1.9661266624168084e-05
बचाएंगे,13,9.830633312084042e-06
उठाओ,25,1.890506406170008e-05
साजिश,13,9.830633312084042e-06
भेजते,23,1.7392658936764072e-05
राज,72,5.444658449769623e-05
पुराना,23,1.7392658936764072e-05
तवज्जो,13,9.830633312084042e-06
पार्टियां,16,1.2099240999488051e-05
रोकी,51,3.8566330685868164e-05
केकेआर,13,9.830633312084042e-06
आर.पी.एन,31,2.34422794365081e-05
जोनस,13,9.830633312084042e-06
इसलिए..,13,9.830633312084042e-06
आग,13,9.830633312084042e-06
छुट्टी,24,1.8148861499232076e-05
छात्रा,13,9.830633312084042e-06
गांव,13,9.830633312084042e-06
दरिया,13,9.830633312084042e-06
खौफ,13,9.830633312084042e-06
फैली,19,1.4367848686892061e-05
जगाए,13,9.830633312084042e-06
तरीके..,13,9.830633312084042e-06
कर,60,4.537215374808019e-05
किलोमीटर,13,9.830633312084042e-06
निवेश,16,1.2099240999488051e-05
बी.आर,93,7.03268383095243e-05
का..,13,9.830633312084042e-06
डालेगी,24,1.8148861499232076e-05
करके,22,1.663645637429607e-05
जंग,18,1.3611646124424057e-05
बेहतर,19,1.4367848686892061e-05
कमीशन,13,9.830633312084042e-06
करवाएगा,33,2.4954684561444106e-05
खुर्शीद,13,9.830633312084042e-06
लटकाएगा,13,9.830633312084042e-06
जेल,13,9.830633312084042e-06
अपील,13,9.830633312084042e-06
इलमी,13,9.830633312084042e-06
सेकुलर,13,9.830633312084042e-06
वी.डी,13,9.830633312084042e-06
बी.एम,13,9.830633312084042e-06
एल.सी,13,9.830633312084042e-06
वेदांत,26,1.9661266624168084e-05
बाटूं,13,9.830633312084042e-06
बनाओगी,13,9.830633312084042e-06
बर्थडे,13,9.830633312084042e-06
अजान,13,9.830633312084042e-06
शर्मनाक,13,9.830633312084042e-06
सुनाएंगे,33,2.4954684561444106e-05
सुनाईए,13,9.830633312084042e-06
घृणित,18,1.3611646124424057e-05
बाहुबली,13,9.830633312084042e-06
संसार,13,9.830633312084042e-06
हटती,13,9.830633312084042e-06
जौहर,15,1.1343038437020048e-05
एन्ट्री,13,9.830633312084042e-06
सिखाएंगी,13,9.830633312084042e-06
उछालें,13,9.830633312084042e-06
हंस,13,9.830633312084042e-06
बंधती,13,9.830633312084042e-06
मानसिक,13,9.830633312084042e-06
जाएंगीं,13,9.830633312084042e-06
यहां..,29,2.192987431157209e-05
पूछी,22,1.663645637429607e-05
भेजें,73,5.520278706016423e-05
थीं..,22,1.663645637429607e-05
वसूला,21,1.588025381182807e-05
रहनुमा,13,9.830633312084042e-06
,189,0.0001429222843064526
जाय,40,3.0248102498720126e-05
मंगवाया,14,1.0586835874552044e-05
एक्सरसाइज..,12,9.074430749616038e-06
लगेगा..,12,9.074430749616038e-06
साधे,12,9.074430749616038e-06
कैसा,12,9.074430749616038e-06
जरूरत,30,2.2686076874040095e-05
पहुंचाएं,20,1.5124051249360063e-05
कटौती,20,1.5124051249360063e-05
उठाये,21,1.588025381182807e-05
रघु,12,9.074430749616038e-06
ठाकोर,12,9.074430749616038e-06
निभाएगी,12,9.074430749616038e-06
आर.के.एस,12,9.074430749616038e-06
खुलीं,12,9.074430749616038e-06
एच.एन,23,1.7392658936764072e-05
मनाएं,27,2.0417469186636087e-05
आना,30,2.2686076874040095e-05
भाभी,12,9.074430749616038e-06
टंडन,12,9.074430749616038e-06
कहानी..,32,2.4198481998976103e-05
बैठेंगी,12,9.074430749616038e-06
बटाओ,12,9.074430749616038e-06
शैतान,13,9.830633312084042e-06
वहशी,13,9.830633312084042e-06
मंत्री,41,3.100430506118813e-05
उनको,12,9.074430749616038e-06
बजाया,13,9.830633312084042e-06
अत्रे,12,9.074430749616038e-06
सीखें,24,1.8148861499232076e-05
स्वीकारा,19,1.4367848686892061e-05
सी.पी,22,1.663645637429607e-05
कलामसेरी,12,9.074430749616038e-06
हर्बल,12,9.074430749616038e-06
बंदरबांट,12,9.074430749616038e-06
करिये,12,9.074430749616038e-06
चाटा,12,9.074430749616038e-06
योगदान,15,1.1343038437020048e-05
हटी,12,9.074430749616038e-06
गंवाई,38,2.8735697373784122e-05
अभिनंदन,12,9.074430749616038e-06
दोआब,24,1.8148861499232076e-05
सलाह,12,9.074430749616038e-06
जलाएंगे,18,1.3611646124424057e-05
गिनाएंगे,12,9.074430749616038e-06
कटुता,24,1.8148861499232076e-05
कहलाएंगे,12,9.074430749616038e-06
घूमेंगे,12,9.074430749616038e-06
नेंगरू,12,9.074430749616038e-06
सुलझी,12,9.074430749616038e-06
दबाव,15,1.1343038437020048e-05
साधन,22,1.663645637429607e-05
गणेश..,12,9.074430749616038e-06
खुलेंगे,31,2.34422794365081e-05
आर.एस,12,9.074430749616038e-06
गली,12,9.074430749616038e-06
हाथ,24,1.8148861499232076e-05
रुकेगी,37,2.7979494811316118e-05
उतारे,21,1.588025381182807e-05
जांचा,12,9.074430749616038e-06
मिलेगा..,22,1.663645637429607e-05
लगाओ,19,1.4367848686892061e-05
प्रदूषण,17,1.2855443561956053e-05
हनीप्रीत,12,9.074430749616038e-06
शुन,12,9.074430749616038e-06
माणिक्य,12,9.074430749616038e-06
शहंशाह,12,9.074430749616038e-06
ढींगरा,17,1.2855443561956053e-05
निपटाएंगी,12,9.074430749616038e-06
पिटीशन,12,9.074430749616038e-06
सोचती,12,9.074430749616038e-06
सीखना,12,9.074430749616038e-06
बनाईं,19,1.4367848686892061e-05
राणा,12,9.074430749616038e-06
टास्क,15,1.1343038437020048e-05
रुपये..,22,1.663645637429607e-05
प्लेसमेंट,12,9.074430749616038e-06
वजीफा..,12,9.074430749616038e-06
पादुकोण,12,9.074430749616038e-06
गोल्ड,12,9.074430749616038e-06
जानिए..,24,1.8148861499232076e-05
सौरभ,12,9.074430749616038e-06
आरसी,12,9.074430749616038e-06
रूपाणी,18,1.3611646124424057e-05
सौपेंगी,12,9.074430749616038e-06
ट्वीट..,12,9.074430749616038e-06
लिंगरी,12,9.074430749616038e-06
चुप,12,9.074430749616038e-06
हिदायत,12,9.074430749616038e-06
सफलता..,12,9.074430749616038e-06
सीक्रेट्स..,12,9.074430749616038e-06
शांत,12,9.074430749616038e-06
बजी,12,9.074430749616038e-06
डी.बी,12,9.074430749616038e-06
अध्याय,12,9.074430749616038e-06
जरिए,12,9.074430749616038e-06
उतरेगी,39,2.9491899936252126e-05
निपटें,20,1.5124051249360063e-05
देकर,16,1.2099240999488051e-05
पहचाने,12,9.074430749616038e-06
पाएंगीं,12,9.074430749616038e-06
टिरिपानो,12,9.074430749616038e-06
घुसता,12,9.074430749616038e-06
सदुपयोग..,12,9.074430749616038e-06
पाना,12,9.074430749616038e-06
वसूलती,24,1.8148861499232076e-05
नाम.,12,9.074430749616038e-06
सुधारा,12,9.074430749616038e-06
गोद,12,9.074430749616038e-06
गाना.,12,9.074430749616038e-06
लगाना,21,1.588025381182807e-05
मिलना,32,2.4198481998976103e-05
एकाउंट,12,9.074430749616038e-06
मिसेज,12,9.074430749616038e-06
दीपिका,28,2.1173671749104088e-05
कपल,12,9.074430749616038e-06
इंकार..,12,9.074430749616038e-06
लूट,12,9.074430749616038e-06
चोरी,24,1.8148861499232076e-05
नाकामी,12,9.074430749616038e-06
लेख,22,1.663645637429607e-05
उधर,21,1.588025381182807e-05
यूनाइटेड,12,9.074430749616038e-06
खली,12,9.074430749616038e-06
सेलिब्रेशन,12,9.074430749616038e-06
हाथी,36,2.7223292248848114e-05
सीबीएसई,12,9.074430749616038e-06
डिटेल..,12,9.074430749616038e-06
गाज,21,1.588025381182807e-05
जलाया,39,2.9491899936252126e-05
कंघी,12,9.074430749616038e-06
रास्ते,12,9.074430749616038e-06
चिन्ह,12,9.074430749616038e-06
उतरें,12,9.074430749616038e-06
जामुन,12,9.074430749616038e-06
घोषणा,12,9.074430749616038e-06
कयास,12,9.074430749616038e-06
जादू,12,9.074430749616038e-06
फैलेगी,22,1.663645637429607e-05
जिम्मेदार,12,9.074430749616038e-06
रहे.,12,9.074430749616038e-06
करने,18,1.3611646124424057e-05
बुलाने,12,9.074430749616038e-06
जाना..,20,1.5124051249360063e-05
अंग्रेजी,12,9.074430749616038e-06
होगे,21,1.588025381182807e-05
पैर,12,9.074430749616038e-06
रहस्यमयी,12,9.074430749616038e-06
दावे,21,1.588025381182807e-05
सबको,12,9.074430749616038e-06
काटूंगी,12,9.074430749616038e-06
होली,22,1.663645637429607e-05
दिलवाएगा,12,9.074430749616038e-06
बैंक,12,9.074430749616038e-06
जहालत,12,9.074430749616038e-06
आबादी,12,9.074430749616038e-06
ते,12,9.074430749616038e-06
त,12,9.074430749616038e-06
चाहए,18,1.3611646124424057e-05
बनवाएंगे,19,1.4367848686892061e-05
गिनाएगी,19,1.4367848686892061e-05
पायरेसी,12,9.074430749616038e-06
उम्मीदें..,12,9.074430749616038e-06
समझेगा,13,9.830633312084042e-06
पूछा..,12,9.074430749616038e-06
सुनते,21,1.588025381182807e-05
रैप,24,1.8148861499232076e-05
,234,0.00017695139961751275
मैंने,33,2.4954684561444106e-05
बैग.,11,8.318228187148034e-06
कहलाउंगी,11,8.318228187148034e-06
पकाया,11,8.318228187148034e-06
पाती..,11,8.318228187148034e-06
उबालें,11,8.318228187148034e-06
हु,11,8.318228187148034e-06
गाएंगे,43,3.2516710186124134e-05
तरीका,20,1.5124051249360063e-05
थैंक्यू,11,8.318228187148034e-06
गगई,11,8.318228187148034e-06
आऊंगा,25,1.890506406170008e-05
जिएंगे,11,8.318228187148034e-06
फीस,15,1.1343038437020048e-05
थामा,11,8.318228187148034e-06
बिखेरें,11,8.318228187148034e-06
पहुंचते,11,8.318228187148034e-06
मछुआरे,11,8.318228187148034e-06
सकता..,11,8.318228187148034e-06
खिला,27,2.0417469186636087e-05
थकेगा,11,8.318228187148034e-06
थकाइए,11,8.318228187148034e-06
देतीं,39,2.9491899936252126e-05
हंगे,11,8.318228187148034e-06
आकृति..,11,8.318228187148034e-06
मरौदा,11,8.318228187148034e-06
पैम्फलेट,11,8.318228187148034e-06
खाया,47,3.554152043599615e-05
खाईं,11,8.318228187148034e-06
सट्टा,11,8.318228187148034e-06
घर,24,1.8148861499232076e-05
रूबी,11,8.318228187148034e-06
पंगा,22,1.663645637429607e-05
रिव्यू,11,8.318228187148034e-06
रखेंगी,19,1.4367848686892061e-05
पहुंचाइए,22,1.663645637429607e-05
जवाब,43,3.2516710186124134e-05
जी.ए,11,8.318228187148034e-06
चेहरा,17,1.2855443561956053e-05
हटाएंगी,11,8.318228187148034e-06
पाकिस्तान..,11,8.318228187148034e-06
हेलो,11,8.318228187148034e-06
मिलने,11,8.318228187148034e-06
चलो,11,8.318228187148034e-06
पहनाएगा,14,1.0586835874552044e-05
पहनिए,11,8.318228187148034e-06
विश्वास,18,1.3611646124424057e-05
रिश्तेदार,11,8.318228187148034e-06
डोभाल,11,8.318228187148034e-06
संभालेगा,36,2.7223292248848114e-05
सुने,11,8.318228187148034e-06
घोषित,11,8.318228187148034e-06
नोबेल..,11,8.318228187148034e-06
सीन,24,1.8148861499232076e-05
कर्मचारी,11,8.318228187148034e-06
रुकती,22,1.663645637429607e-05
लायें,11,8.318228187148034e-06
बनवाया,32,2.4198481998976103e-05
रूकेंगे,11,8.318228187148034e-06
चुनाव,39,2.9491899936252126e-05
बठेगा..,11,8.318228187148034e-06
भला,11,8.318228187148034e-06
रिझाएंगे,11,8.318228187148034e-06
बैठेगी,32,2.4198481998976103e-05
युक्त,14,1.0586835874552044e-05
दुरूह,11,8.318228187148034e-06
परोसती,11,8.318228187148034e-06
डालीं,25,1.890506406170008e-05
पी.आर,15,1.1343038437020048e-05
मानेगा,11,8.318228187148034e-06
उभरे,18,1.3611646124424057e-05
बांधी,30,2.2686076874040095e-05
हर,11,8.318228187148034e-06
सूची,11,8.318228187148034e-06
प्रज्ञा,11,8.318228187148034e-06
खिलाफ,30,2.2686076874040095e-05
चांस..,11,8.318228187148034e-06
जाएंगे..,11,8.318228187148034e-06
मायूसी,11,8.318228187148034e-06
फजल,16,1.2099240999488051e-05
गवाह,11,8.318228187148034e-06
लहराएं,11,8.318228187148034e-06
मानो,22,1.663645637429607e-05
बिजली,11,8.318228187148034e-06
बनाता,11,8.318228187148034e-06
झेली,22,1.663645637429607e-05
डायरी,11,8.318228187148034e-06
जाइए.,11,8.318228187148034e-06
कहलायेंगे,11,8.318228187148034e-06
जाइये,11,8.318228187148034e-06
जतायी,22,1.663645637429607e-05
अब,11,8.318228187148034e-06
लेगें,24,1.8148861499232076e-05
सम्भाली,11,8.318228187148034e-06
हटवाएं,14,1.0586835874552044e-05
हटाइए,11,8.318228187148034e-06
कारण..,16,1.2099240999488051e-05
खेलेंगी,11,8.318228187148034e-06
पाओ,11,8.318228187148034e-06
लाठीचार्ज,11,8.318228187148034e-06
आत्महत्या,11,8.318228187148034e-06
झुकेगी,12,9.074430749616038e-06
मजा,11,8.318228187148034e-06
मा,11,8.318228187148034e-06
बदलवाएंगे,11,8.318228187148034e-06
खिंचवाएंगी,11,8.318228187148034e-06
जएगा,11,8.318228187148034e-06
तृशनीत..,11,8.318228187148034e-06
टकराएंगी,13,9.830633312084042e-06
चुराएंगी,11,8.318228187148034e-06
जरूर,12,9.074430749616038e-06
धोए,22,1.663645637429607e-05
धोई,11,8.318228187148034e-06
गुजारे,23,1.7392658936764072e-05
मदद,27,2.0417469186636087e-05
हिरानी,17,1.2855443561956053e-05
टलेगी,11,8.318228187148034e-06
मुकदमा,11,8.318228187148034e-06
बीएड,11,8.318228187148034e-06
खिंचवाउं,11,8.318228187148034e-06
फिल्म..,13,9.830633312084042e-06
कराइए,11,8.318228187148034e-06
गुस्सा,22,1.663645637429607e-05
हैट्रिक,11,8.318228187148034e-06
सुनाईं,11,8.318228187148034e-06
पंजाबी,11,8.318228187148034e-06
भूलता,11,8.318228187148034e-06
घसीटेंगे,11,8.318228187148034e-06
इलाज..,11,8.318228187148034e-06
तस्वीर,18,1.3611646124424057e-05
झंडा,11,8.318228187148034e-06
मायने,15,1.1343038437020048e-05
जाओगे,22,1.663645637429607e-05
बैठूंगा,18,1.3611646124424057e-05
पहुंचायेंगे,11,8.318228187148034e-06
आयीं,11,8.318228187148034e-06
जिंदाबाद,11,8.318228187148034e-06
सोचेंगे,40,3.0248102498720126e-05
पश्चिम,11,8.318228187148034e-06
अंकल,11,8.318228187148034e-06
शतरंज,11,8.318228187148034e-06
धमकाना,11,8.318228187148034e-06
तक..,11,8.318228187148034e-06
मुफ्त,11,8.318228187148034e-06
दबाया,26,1.9661266624168084e-05
ऊपर,24,1.8148861499232076e-05
फुसफुसाया,11,8.318228187148034e-06
बताएंगे..,11,8.318228187148034e-06
करुंगा,22,1.663645637429607e-05
शेख,11,8.318228187148034e-06
ए.बी.ए,11,8.318228187148034e-06
चौधरी,11,8.318228187148034e-06
हारे,20,1.5124051249360063e-05
लगाऊं,11,8.318228187148034e-06
निकलते,31,2.34422794365081e-05
प्लानिंग,15,1.1343038437020048e-05
परफेक्ट,11,8.318228187148034e-06
मोटापा,11,8.318228187148034e-06
,270,0.00020417469186636086
छुए,43,3.2516710186124134e-05
किंगमेकर,10,7.5620256246800315e-06
दिखेंगे..,10,7.5620256246800315e-06
उकसाएंगे,10,7.5620256246800315e-06
लगवाया,10,7.5620256246800315e-06
ले.क,14,1.0586835874552044e-05
मिलते,19,1.4367848686892061e-05
चमकेगी,10,7.5620256246800315e-06
भेजती,20,1.5124051249360063e-05
दीजिए.,10,7.5620256246800315e-06
खोदी,10,7.5620256246800315e-06
जागीर,10,7.5620256246800315e-06
समझती,20,1.5124051249360063e-05
धोएं,48,3.629772299846415e-05
प्लान,24,1.8148861499232076e-05
इत्यादि,12,9.074430749616038e-06
सर्वे,10,7.5620256246800315e-06
ओ.पी,29,2.192987431157209e-05
गैंग,10,7.5620256246800315e-06
डालना,13,9.830633312084042e-06
अन्य,10,7.5620256246800315e-06
केस,12,9.074430749616038e-06
तिमाहियां,10,7.5620256246800315e-06
जी.एस,10,7.5620256246800315e-06
साजिशकर्ता,10,7.5620256246800315e-06
जुटाया,10,7.5620256246800315e-06
दिलवाई,40,3.0248102498720126e-05
करीबी,10,7.5620256246800315e-06
शामिल..,15,1.1343038437020048e-05
निपटेगा,15,1.1343038437020048e-05
उतरीं,19,1.4367848686892061e-05
सिखाएंगे,15,1.1343038437020048e-05
अपनाएंगी,10,7.5620256246800315e-06
दोनों,10,7.5620256246800315e-06
पूछेंगी,10,7.5620256246800315e-06
सिखाएं,29,2.192987431157209e-05
विरोधी,10,7.5620256246800315e-06
पा,18,1.3611646124424057e-05
घटाएगी,10,7.5620256246800315e-06
मंत्रालय,20,1.5124051249360063e-05
खाक,10,7.5620256246800315e-06
फाइलें,10,7.5620256246800315e-06
विवाद,18,1.3611646124424057e-05
लापरवाही,10,7.5620256246800315e-06
बीते,21,1.588025381182807e-05
बदलो..,10,7.5620256246800315e-06
बदलो,10,7.5620256246800315e-06
टटोला,19,1.4367848686892061e-05
अरे,10,7.5620256246800315e-06
ठहाराया,10,7.5620256246800315e-06
खंगाली,10,7.5620256246800315e-06
दीदी,10,7.5620256246800315e-06
रेड,20,1.5124051249360063e-05
धमाकेदार,10,7.5620256246800315e-06
फंसेगा,10,7.5620256246800315e-06
खिलाना,20,1.5124051249360063e-05
फँसेगा,10,7.5620256246800315e-06
वजहें,10,7.5620256246800315e-06
भाषण,10,7.5620256246800315e-06
ढेर,20,1.5124051249360063e-05
बिखेरेंगी,10,7.5620256246800315e-06
मारेंगे,38,2.8735697373784122e-05
शोषण,10,7.5620256246800315e-06
जैसी,10,7.5620256246800315e-06
पंहुचा,22,1.663645637429607e-05
ठहरेगी,10,7.5620256246800315e-06
राममंदिर,20,1.5124051249360063e-05
भारी,38,2.8735697373784122e-05
दिल,20,1.5124051249360063e-05
गंगे,10,7.5620256246800315e-06
सोनू,19,1.4367848686892061e-05
मैप,10,7.5620256246800315e-06
असरदार,10,7.5620256246800315e-06
मकान,10,7.5620256246800315e-06
हाहाहाहा,10,7.5620256246800315e-06
हीरो,10,7.5620256246800315e-06
चैलेंज,10,7.5620256246800315e-06
ग्यारह,10,7.5620256246800315e-06
गेरुआ,10,7.5620256246800315e-06
महासम्मेलन,10,7.5620256246800315e-06
सच..,19,1.4367848686892061e-05
समझाएं,11,8.318228187148034e-06
धमकाएगा,10,7.5620256246800315e-06
कया,10,7.5620256246800315e-06
नियम,15,1.1343038437020048e-05
जानिए,10,7.5620256246800315e-06
मालूम,24,1.8148861499232076e-05
दाऊद,10,7.5620256246800315e-06
ठिकाने,10,7.5620256246800315e-06
इस्लामाबाद,20,1.5124051249360063e-05
कत्ल,17,1.2855443561956053e-05
चुकाया,19,1.4367848686892061e-05
नाता,10,7.5620256246800315e-06
होंगेय,10,7.5620256246800315e-06
छे,10,7.5620256246800315e-06
रुलाया,10,7.5620256246800315e-06
आस,10,7.5620256246800315e-06
बक्शा,10,7.5620256246800315e-06
लाइसेंस..,10,7.5620256246800315e-06
आर्ट्स,10,7.5620256246800315e-06
उभरेंगी,10,7.5620256246800315e-06
तस्वीरें...,10,7.5620256246800315e-06
पीटता,20,1.5124051249360063e-05
एमसीडी,10,7.5620256246800315e-06
मिटेंगे,10,7.5620256246800315e-06
कमेटी,10,7.5620256246800315e-06
रास्ता,19,1.4367848686892061e-05
कोशिश,17,1.2855443561956053e-05
सको,13,9.830633312084042e-06
रोकेगा,10,7.5620256246800315e-06
गणपति,20,1.5124051249360063e-05
गणेश,10,7.5620256246800315e-06
बिठाया,10,7.5620256246800315e-06
उद्घाटन,10,7.5620256246800315e-06
खिंचवाईं,10,7.5620256246800315e-06
लाती,10,7.5620256246800315e-06
फूटे,10,7.5620256246800315e-06
नकली,10,7.5620256246800315e-06
डूबेंगे,10,7.5620256246800315e-06
चबाएगा,10,7.5620256246800315e-06
पहुंचेगा,33,2.4954684561444106e-05
कहेगी,18,1.3611646124424057e-05
है....,18,1.3611646124424057e-05
जिहाद,20,1.5124051249360063e-05
बहाना,10,7.5620256246800315e-06
दागा,11,8.318228187148034e-06
बांधेंगे,10,7.5620256246800315e-06
आतंक,10,7.5620256246800315e-06
तिलिस्म,10,7.5620256246800315e-06
उठीं,10,7.5620256246800315e-06
प्रकाश,10,7.5620256246800315e-06
चुनेगी,10,7.5620256246800315e-06
चिल्लाया,10,7.5620256246800315e-06
एक्ट्रेस,10,7.5620256246800315e-06
लगाये,10,7.5620256246800315e-06
संभाली,60,4.537215374808019e-05
के.एम,19,1.4367848686892061e-05
जन,10,7.5620256246800315e-06
लाइनर,10,7.5620256246800315e-06
भरेगी,28,2.1173671749104088e-05
हिंदुत्व,10,7.5620256246800315e-06
बोलेगी,19,1.4367848686892061e-05
बिछायेंगे,10,7.5620256246800315e-06
मामा,10,7.5620256246800315e-06
भारी...,10,7.5620256246800315e-06
मीटिंग,10,7.5620256246800315e-06
धमाके,10,7.5620256246800315e-06
हुनर,10,7.5620256246800315e-06
तौलता,10,7.5620256246800315e-06
जाओगी,13,9.830633312084042e-06
चाहे,11,8.318228187148034e-06
खंगालेगी,10,7.5620256246800315e-06
बहाने,10,7.5620256246800315e-06
थी.,13,9.830633312084042e-06
पाएगा..,10,7.5620256246800315e-06
बदलेगी..,10,7.5620256246800315e-06
वढू,10,7.5620256246800315e-06
जे.वी,10,7.5620256246800315e-06
आईंगी,10,7.5620256246800315e-06
दखल,10,7.5620256246800315e-06
लेक,10,7.5620256246800315e-06
एचिसन,10,7.5620256246800315e-06
नदी,10,7.5620256246800315e-06
खोले,29,2.192987431157209e-05
घोटालेबाजी,20,1.5124051249360063e-05
लूटीं,10,7.5620256246800315e-06
दिखाइए,23,1.7392658936764072e-05
भागीं,10,7.5620256246800315e-06
संवेदनाएं,20,1.5124051249360063e-05
माफ,10,7.5620256246800315e-06
संभाले,10,7.5620256246800315e-06
नीतीश,10,7.5620256246800315e-06
टूटा,10,7.5620256246800315e-06
देगें,10,7.5620256246800315e-06
दागीं,10,7.5620256246800315e-06
मरेंगे,10,7.5620256246800315e-06
करुं,10,7.5620256246800315e-06
बढाओ,10,7.5620256246800315e-06
यूट्यूब,10,7.5620256246800315e-06
,301,0.00022761697130286896
हजार..,9,6.805823062212029e-06
चेंजर,9,6.805823062212029e-06
सभा,9,6.805823062212029e-06
प्रसंग,9,6.805823062212029e-06
पहुंचेगे,18,1.3611646124424057e-05
कोर्स,18,1.3611646124424057e-05
वीडियो..,9,6.805823062212029e-06
पायेगा,20,1.5124051249360063e-05
फैलायेंगे,9,6.805823062212029e-06
पिसे,9,6.805823062212029e-06
पेपर,9,6.805823062212029e-06
वक्त,9,6.805823062212029e-06
घटाईं,9,6.805823062212029e-06
खरीदेगी,15,1.1343038437020048e-05
उतरना,9,6.805823062212029e-06
शौचालय..,9,6.805823062212029e-06
बच्चा,16,1.2099240999488051e-05
सिंह..,18,1.3611646124424057e-05
भविष्य,17,1.2855443561956053e-05
मिसाल,12,9.074430749616038e-06
शालीन,9,6.805823062212029e-06
जलाना,18,1.3611646124424057e-05
कीजियेगा,9,6.805823062212029e-06
पूछिए,9,6.805823062212029e-06
रेप..,9,6.805823062212029e-06
सीरीज,9,6.805823062212029e-06
दी..,11,8.318228187148034e-06
तनातनी,18,1.3611646124424057e-05
किलो,9,6.805823062212029e-06
चावाला,9,6.805823062212029e-06
चुनौती,9,6.805823062212029e-06
सकेंगें,9,6.805823062212029e-06
गिनाई,15,1.1343038437020048e-05
संवारेंगे,9,6.805823062212029e-06
नौकरी,14,1.0586835874552044e-05
मार्क्स,9,6.805823062212029e-06
काटकर,9,6.805823062212029e-06
साइकिल,9,6.805823062212029e-06
सुनता,9,6.805823062212029e-06
जाएँगे,9,6.805823062212029e-06
खेलती,9,6.805823062212029e-06
आदमी,9,6.805823062212029e-06
मिलाएगा,13,9.830633312084042e-06
प्ररेणा..,9,6.805823062212029e-06
फायरिंग,9,6.805823062212029e-06
खरीदीं,9,6.805823062212029e-06
मस्जिद,22,1.663645637429607e-05
मुंडावाया,9,6.805823062212029e-06
हराएंगे,14,1.0586835874552044e-05
उल्टा,18,1.3611646124424057e-05
मेल,18,1.3611646124424057e-05
इट,9,6.805823062212029e-06
प्रकोप,9,6.805823062212029e-06
आगे,9,6.805823062212029e-06
सतही,9,6.805823062212029e-06
चलाएंगी,9,6.805823062212029e-06
स्वामी,9,6.805823062212029e-06
खिलाया,9,6.805823062212029e-06
भगवन,9,6.805823062212029e-06
महामाये,9,6.805823062212029e-06
